"name","address","www","email","phone","rector","sun","week","fest","url"
"Parafia pw. Świętych Aniołów Stróżów","61-680 Poznań, os. Kosmonautów 120","www.aniol.org.pl","aniolstroz@archpoznan.pl","61 820-08-21","ks. Witold  Parecki","godz. 7.30, godz. 9.30, godz. 11.00 (z udziałem dzieci) godz. 12.15 (z wyjątkiem VII i VIII) godz. 18.30 dodatkowo po Gorzkich Żalach godz. 15.45","godz. 7.00, godz. 18.30","godz. 7.00, godz. 10.00, godz. 18.30, Popielec dodatkowo godz. 17.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=258"
"Parafia pw. Wniebowstąpienia Pańskiego","61-699 Poznań, os. Wichrowe Wzgórze 130","","","61 820-78-32","ks. Jan  Szczepaniak","7:30, 9:00, 10:30, 11:45, 13:00, 18:00, 20:00 - z wyjątkiem lipca i sierpnia","7:00, 18:00, 18:30","7:00, 9:00, 17:00, 18:00, 19:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=257"
"Parafia pw. Wniebowzięcia NMP","61-066 Poznań, ul. Majakowskiego 324","www.wniebowzieta.archpoznan.pl","domku@archpoznan.pl","61 877-09-73","ks. Dominik  Kużaj","sobota: 18:00; niedziela: 8:00, 10:00, 12:00; VII i VIII 8:00, 11:00; VIII 19:00","pon., śr., pt. 18:00; wt. i czw. 8:30","8:30, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=214"
"Parafia pw. Wszystkich Świętych","61-858 Poznań, ul. Grobla 1","www.grobla.info","","61 852-02-00","ks. Janusz  Grześkowiak","godz. 8.30, godz. 10.30, godz. 12.00","godz. 8.30 (sobota godz. 8.30, 18.30)","godz. 8.30, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=240"
"Parafia pw. Zmartwychwstania Pańskiego","61-501 Poznań, ul. Dąbrówki 4/7","www.poznan.zmartwychwstancy.pl","blysch@libero.it","61 833-34-62","ks. Adam  Błyszcz CR","VII-VIII - 7:00, 8:00, 9:30, 11:00, 12:30, 19:00; I-VI i IX-XII - 7:00, 8:00, 9:30, 11:00, 12:30, 14:00, 19:00","VII-VIII - 7:00, 8:00, 18:30; I-VI i IX-XII - 6:00, 7:00, 8:00, 18:30","6:00, 7:00, 8:00, 9:00, 17:00, 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=239"
"Parafia pw. Zwiastowania Pańskiego","60-194 Poznań, ul. Bolesława Leśmiana 2a","www.parafiazwiastowania.pl","","","ks. Robert  Korbik","","godz. 18:00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=1205"
"Parafia pw. św. Mikołaja","64-050 Prochy, ul. Szkolna 1","","","61 444-23-20","ks. Jan  Świerniak","godz. 8.00, godz. 10.30, godz. 14.00","godz. 18.00","godz. 10.00, godz. 16.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=387"
"Parafia pw. św. Jana Chrzciciela","64-234 Przemęt, ul. Opacka 9","","","65 549-61-03","ks. Edmund  Magdziarz","Fara: sobota 19:00; niedziela 7:00, 9:15, 11:00, 14:00, 18:00","19:00","Fara: 7:00, 9:15, 16:00, 19:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=267"
"Parafia pw. św. Antoniego Padewskiego","62-081 Przeźmierowo, ul. Kościelna 44","www.parafiaprzezmierowo.pl","padewski.antoni.parafia@neostrada.pl","61 814-22-01","ks. Tomasz  Szukalski","7:30, 9:30, 11:00, 12:30, 18:00","7:00, 18:00","7:00, 8:30, 16:30, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=276"
"Parafia pw. NMP Wniebowziętej","64-561 Psarskie 16","","","61 291-15-70","ks. Zbigniew  Gutowski","godz. 7.30, godz. 11.00; Gnuszyn godz. 9.00","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=185"
"Parafia pw. św. Ap. Piotra i Pawła","62-065 Ptaszkowo 28","","ptaszkowo@archpoznan.pl","61 442-11-59","ks. Tadeusz  Osiński","godz. 8.30, godz. 11.00","godz. 18.30 (zimą godz. 16.30; czas kolędowania godz. 15.00)","godz. 9.00, godz. 16.30, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=59"
"Parafia pw. Matki Boskiej Częstochowskiej","63-842 Pudliszki, ul. Wjazdowa 15","www.pudliszki.powiatgostyn.pl","","65 573-83-40","ks. Piotr  Kłosowski","sobota godz. 18.00, niedziela godz. 8.00, godz. 10.00, godz. 11.30","godz. 18.00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=110"
"Parafia pw. Matki Boskiej Wniebowziętej","62-040 Puszczykowo, ul. Kościelna 1","www.parafiapuszczykowo.pl","","61 813-31-83","ks. Roman  Poźniak","8:00, 9:30, 11:00, 12:30, 18:00","8:00, 18:00; w I piątek 15:00 z nabożeństwem do Miłosierdzia Bożego","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=137"
"Parafia pw. św. Józefa Oblubieńca NMP","62-041 Puszczykowo, ul. Dworcowa 16","www.jozefpuszczykowo.pl","cssppuszczyk@wp.pl","61 81-33-135","ks. Marek  Smyk CSSp","7.00, 9.00, 10.30 z udziałem dzieci/, 12.00, 18.00 /VI-VIII godz.21.00/","7.00, 18.00","7.00, 9.00, 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=136"
"Parafia pw. św. Stanisława Kostki i św. Jerzego","64-000 Kościan, Racot, ul. Dworcowa 12","","stanislawtokarski@poczta.onet.pl","65 511-79-44","ks. Stanisław  Tokarski","godz. 8.00, godz. 11.00; Stary Lubasz godz. 9.30","Racot, pn., śr., pt.,godz. 18.30, sob godz. 18.00; Stary Lubosz wt., cz., godz. 17.30, sob godz. 16:30","Racot: godz. 8.00, godz. 18.30; Stary Lubosz: godz. 17.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=90"
"Parafia pw. św. Walentego","63-200 Jarocin, Radlin 38","","","62-749-43-22","ks. Piotr  Dobak","godz. 8.00, godz. 11.00, godz. 16.00","godz. 18.00","godz. 9.00, godz. 16.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=164"
"Parafia pw. św. Jana Chrzciciela","64-111 Radomicko 60","","","65 534-02-24","ks. Dariusz  Jankowiak","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=337"
"Parafia pw. św. Marcina i św. Stanisława Bpa","62-067 Rakoniewice, ul. Krystyny 25 a","www.parafiarakoniewice.pl","","61 444-10-31","ks. Zbigniew  Stelmach","08:00, 10:00, 11:15, 17:00","07:00, 18:00","07:00, 10:00, 16:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=386"
"Parafia pw. Chrystusa Króla i Zwiastowania NMP","63-900 Rawicz, ul. Kard. S. Wyszyńskiego 10","www.videa.com.pl/christerex","rawiczchk@archpoznan.pl","65 545-20-20","ks. Wojciech  Prostak","godz. 7.00, godz. 8.30, godz. 9.30, godz. 11.00, godz. 12.00, godz. 16.00, godz. 18.30; w lipcu i sierpniu dodatkowo o godz. 21.00 (nie ma Mszy o godz. 16.00)","godz. 7.00, godz. 8.30, godz. 18.30; w lipcu i sierpniu nie ma Mszy o godz. 7.00","godz. 7.00, godz. 8.30, godz. 10.000, godz. 16.00, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=289"
"Parafia pw. św. Andrzeja Ap.","63-900 Rawicz, Sarnowa, ul. Kilińskiego 33","","parafiaandrzeja@neostrada.pl","65 545-37-23","ks. Eugeniusz  Leosz","okres letni godz. 8.30, godz. 10.30, godz. 17.00; okres zimowy godz. 9.00, godz. 11.00, godz. 17.00","","godz. 9.00, godz. 15.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=288"
"Parafia pw. św. Andrzeja Boboli","63-900 Rawicz, ul. Ignacego Buszy 3a","www.parafiabobola.pl","parafia@parafiabobola.pl","65 545-20-66","ks. Mateusz  Drob","8.00, 9.30, 10.30 - Dębno Polskie, 11.00, 12.15, 18.30","8.00, 17.30, 18.30; w sobotę: 8.00 i 18.30","8.00, 10.00, 17.00, 18.00 - Dębno Polskie, 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=287"
"Parafia pw. św. Ap. Piotra i Pawła","64-010 Rąbiń, ul. Kościelna 17","","","65 513-41-82","ks. Ryszard  Jankowski","8:00, 11:00; Łuszkowo 9:30","19:00 - czas letni, 18:00 - czas zimowy","11:00, 19:00; Łuszkowo 17:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=118"
"Parafia pw. św. Józefa Rzemieślnika","62-023 Gądki, Robakowo, ul. Szkolna 7","www.jozefrobakowo.archpoznan.pl","jozefrobakowo@archpoznan.pl","61 819-80-11","ks. Piotr  Piec","godz. 8.00, godz. 10.00, godz. 11.30","w czwartki godz. 7.30; pozostałe dni godz. 18.30","godz. 08.00, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=103"
"Parafia pw. św. Marcelina","62-022 Mosina, Rogalin, ul. Arciszewskiego 10","","rogalin@archpoznan.pl","61 813-83-45","ks. Wojciech  Kaźmierczak","Rogalin: 8:00, 11:30; Radzewice: 10:00","Rogalin: poniedziałek, czwartek piątek - 18:00 (w okresie zimowym 16:00), wtorek 8:00, sobota 17:00 (w okresie zimowym 16:00); Radzewice: środa 18:00 (w okresie zimowym 16:00), sobota 18:30 (w okresie zimowym 17:30)","Rogalin 17:00; Radzewice 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=102"
"Parafia pw. św. Michała Archanioła i Matki Bożej Wspomożenia Wiernych","62-050 Rogalinek, ul. Wodna 8","","","61 893-80-61","ks. Jerzy  Stachowiak","w czasie letnim o godz. 7.00, godz. 9.00, godz. 11.00; w czasie zimowym godz. 8.00, godz. 10.00, godz. 12.00","godz. 18.00","godz. 9.00, godz. 17.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=250"
"Parafia pw. Chrystusa Króla","62-090 Rokietnica, ul. Szamotulska 30 a","","","061 814-52-72","ks. Tadeusz  Lorek","8:00, 9:30, 11:00, 18:00","18:00, poza środą - 9:00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=325"
"Parafia pw. św. Stanisława Bpa","64-723 Rosko, ul. Powst. Wlkp. 17","","","67 256-37-18","ks. Grzegorz  Baranowski","godz. 8.00, godz. 11.00, sobota godz. 18.00","","godz. 9.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=374"
"Parafia pw. św. Józefa","62-068 Rostarzewo","","","61 444-25-22","ks. Grzegorz  Walachowski","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=385"
"Parafia pw. św. Katarzyny","64-600 Oborniki, Rożnowo ul. Kościelna 1","www.parafia-roznowo-lukowo.pl/","proboszcz.roznowo@wp.pl","61 297-14-23","ks. Przemysław  Prętki","godz. 8.00, godz. 11.30; sobota: latem - 19.00, zimą-18.00","zimą o godz. 18.00; latem o godz. 19.00","godz. 8.00, godz. 18.00, (latem godz. 19.00)","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=174"
"Parafia pw. św. Urszuli","62-073 Ruchocice, ul. Dworcowa 2","www.parafiaruchocice.pl","parafiaruchocice@neostrada.pl","61 444-34-28","ks. Dariusz  Kmieciak","8:00, 11:00; Gnin: 9:30","18:30","11:00, 18:30; Gnin: 9:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=58"
"Parafia pw. św. Wojciecha","63-233 Jaraczewo, ul. Koźmińska 10, Rusko","","rusko@archpoznan.pl","62 740-00-05","ks. Mikołaj  Graja","8.00, 9.30, 11.00","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=12"
"Parafia pw. św. Mikołaja","64-630 Ryczywół, ul. Ks. Stepczyńskiego 1","","","67 283-70-12","ks. Ryszard  Kałużny","7:30, 9:00; Skrzetusz: 10:15, 11:30; Wiardunki: 18:00","pon. i śr. 8:00, 18:00, pozostałe dni 18:00","8:00, 16:00; Skrzetusz 17:00; Wiardunki 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=30"
"Parafia pw. św. Stanisława Bpa","64-130 Rydzyna, ul. Kościelna 1","www.parafiarydzyna.pl","","65 538-00-28","ks. Wojciech  Pieprzyca","7:30, 9:30, 11:30, 18:00","8:00, 18:00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=293"
"Parafia pw. św. Andrzeja Boboli","64-300 Sątopy, ul. Kościelna 18","","","61 441-18-28","ks. Paweł  Szułcik","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=57"
"Parafia pw. Niepokalanego Serca NMP i św. Wojciecha","64-552 Sędziny, ul. Parkowa 23","","prk@neostrada.pl","61 291-87-48","ks. Sławomir  Pawlicki","8:00, 10:30","18:00, lipiec i sierpień 19:00","8:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=21"
"Parafia pw. św. Michała Archanioła","64-212 Siedlec, ul. Wolsztyńska 1","","","68 384-85-91","ks. Krzysztof  Apiecionek","godz. 8.30, godz. 10.00, godz. 11.30","godz. 18.00 w porze zimowej godz. 17.30","godz. 9.00, godz. 10.10, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=402"
"Parafia pw. św. Mikołaja","62-025 Siedlec 16","www.siedlec.archpoznan.pl","siedlec@archpoznan.pl","61 818-04-78","ks. Sławomir  Ruks","godz. 9.00, godz. 11.00","godz. 18.00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=78"
"Parafia pw.św. Jadwigi","62-025 Siekierki Wielkie, ul. Kórnicka 1","","","61 897-83-19","ks. Mieczysław  Kaźmierczak","8:30, 10:00, 11:30","18:00","18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=77"
"Parafia pw. Niepokalanego Poczęcia NMP","64-234 Przemęt, Siekowo 82a","","","65 549-61-34","ks. Przemysław  Wieczorek","8:00, 10:30","18:00 - okres zimowy, 19:00 - okres letni","9:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=266"
"Parafia pw. Podwyższenia Krzyża Świętego i św. Marii Magdaleny","63-801 Siemowo 3","","","65 572-22-66","ks. Marek  Kędziora","godz. 8.00, godz. 10.00","okres zimowy godz. 17.00, okres letni godz. 19.00","godz. 9.00, godz. 17.00 lub godz. 19.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=48"
"Parafia pw. NMP Niepokalanie Poczętej","64-410 Sieraków, ul. Poznańska 8","www.parafia.sierakow.pl","parafia_sierakow@wp.pl","61 295-20-48","ks. Zbigniew  Woźniak","w kościele parafialnym w Sierakowie: 7:00, 8:30, 9:45, 11:30, 18:30; w kaplicy Sióstr Elżbietanek: 7:00; w kościele filialnym w Zatomiu Starym: 11:00; w lipcu i sierpniu w Ośrodku Sportu i Rekreacji: 10:00","w kościele parafialnym: 8.30, 18:30; w kaplicy Sióstr Elżbietanek: 7:00","w kościele parafialnym: 8:00, 9:30, 17:00, 18:30; w kaplicy Sióstr Elżbietanek: 7:00; w kościele filialnym w Zatomiu Starym: 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=393"
"Parafia pw. św. Józefa","66-330 Pszczew, Silna 24","","","95 749-15-26","ks. Bogdan  Górniak","Jabłonka Stara 8:30; Silna 10:00; Stoki 11:30","18:00","Jabłonka Stara 16:00; Silna 17:30; Stoki 19:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=155"
"Parafia pw. św. Katarzyny","63-830 Skoraszewice 11","","","65 573-76-27","ks. Wiesław  Wittig","8:30, 10:30","17:00 - zimą, 18:00 - latem","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=70"
"Parafia pw. św. Marcina i św. Wincentego M.","60-185 Skórzewo, ul. Poznańska 66","www.parafiaskorzewo.pl","kontakt@parafiaskorzewo.pl","61 814-37-18","ks. Marek  Niemir","8:00, 9:30, 11:00 ( dla dzieci szkolnych) , 12:30( dla rodziców z małymi dziećmi), 18:00 (z udziałem młodzieży). W lipcu i sierpniu:  8:00, 9:30, 11:00 i 18:00","8:00 i 18:00 W lipcu i sierpniu : poniedziałek., środa, piątek, sobota 18:00, wtorek , czwartek 8:00","8:00, 9:30, 18:00 i 19:30 ( w niektóre zapowiedziane święta","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=275"
"Parafia pw. św. Mikołaja","Słopanowo","","","","","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=324"
"Parafia pw. Wszystkich Świętych","62-072 Słupia","","","61 819-63-25","ks. Krzysztof  Lewandowski","Słupia godz. 8.30, godz. 11.30; Jeziorki godz. 10.00; Sapowice (sobota) godz. 18.00","Słupia godz. 18.00","Słupia godz. 18.00; Jeziorki godz. 16.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=305"
"Parafia pw. św. Katarzyny","63-904 Słupia Kapitulna 57","","laswegas@neostrada.pl","65 545-14-77","ks. Marcin  Jóźwiak","godz. 8.30, godz. 10.30 w I niedziele dodatkowo o godz.18.00","godz. 18.00","godz. 8.30, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=286"
"Parafia pw. Najświętszego Serca Pana Jezusa","63-740 Kobylin, Smolice 1","www.smolice.eu","","65 548-28-77","ks. Błażej  Dojas","8:00, 10:30","18:00","10:30, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=69"
"Parafia pw. św. Jakuba Większego Ap.","63-910 Sobiałkowo 126","","ryszard.kin@wp.pl","65 547-41-22","ks. Ryszard  Kin","8:30, 10:00","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=285"
"Parafia pw. Narodzenia NMP","62-090 Sobota, ul. Poznańska 9","www.sanktuariumsobota.pl","parafiasobota@wp.pl","61 814-52-84","ks. Krzysztof  Andrzejewski","7:30, 9:00, 11:00","18:00 XI-III; 19:00 IV-X","10:00, 16:00, 18:00, 20:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=323"
"Parafia pw. Matki Boskiej Częstochowskiej","64-234 Przemęt, Solec Nowy 16","","","65 549-02-08","ks. Tomasz  Bochyński","8:00, 11:00","poniedziałek, środa, piątek i sobota: 17:30","17:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=384"
"Parafia pw. św. Katarzyny","63-023 Solec Wlkp., ul. Kościelna 13","www.esolec.pl","solec@archpoznan.pl","61 285-15-95","ks. Kazimierz  Tomalik","Solec: sobota: 18.00, niedziela: 8.30 (z wyj. VII i VIII), 11.30; Witowo: sobota: 16.30 (z wyj. VII i VIII), niedziela: 10.00","Solec: 18.00","Solec: 11.00, 18.00; Witowo: 16.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=163"
"Parafia pw. św. Bartłomieja","64-030 Śmigiel, Stare Bojanowo, ul. Główna 33","www.parafiastarebojanowo.pl","","65 518-51-61","ks. Piotr  Kufliński","w kościele św. Teresy: 8:00, 9:30, 11:00; w niedziele wakacyjne: 8:00, 10:00","w kościele św. Bartłomieja codziennie o 18:00, w środy o 8:00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=336"
"Parafia pw. NMP Pocieszenia i św. Mikołaja","64-000 Stare Oborzyska, ul. Długa 1","","","65 511-08-02","ks. Wojciech  Słomiński","godz. 7.30, godz. 9.00, godz. 10.30","","godz. 9.00, godz. 16.30, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=89"
"Parafia pw. Wszystkich Świętych","64-030 Stary Białcz 17","www.parafiastarybialcz.pl","","65 511-78-95","ks. Jarosław  Olejniczak","8:00, 10:00","17:30","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=335"
"Parafia pw. Wniebowzięcia NMP","62-020 Stary Gołębin 21","","","61 282-62-33","ks. Błażej  Barczak","","","9.00, 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=88"
"Parafia pw. św. Marcina","63-800 Stary Gostyń","www.starygostyn.archpoznan.pl","starygostyn@archpoznan.pl","65 571-03-26","ks. Stanisław  Kostka","godz. 8.30; Filia Gola godz. 9.45, godz. 11.00","zima godz. 16.30, lato godz. 19.00","godz. 11.00, godz. 16.30, godz. 19.00; Filia Gola godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=51"
"Parafia pw. Świętej Trójcy","62-060 Stęszew, ul. Kościelna 3","","","61 813-40-82","ks. Zdzisław  Błaszczyk","","godz. 6.30, godz. 18.30; zimą godz. 18.00","kościół filialny godz. 7.00; kościół parafialny godz. 9.00, godz. 11.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=304"
"Parafia pw. św. Wojciecha","Stoki","","","95 749-15-26","","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=154"
"Parafia pw. św. Maksymiliana Marii Kolbego","62-062 Strykowo, ul. Bukowska 63","","","61 813-40-39","ks. Franciszek  Drost","godz. 8.00, godz. 11.00;","godz. 18.00","godz. 9.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=303"
"Parafia pw. św. Marcina Bpa","63-820 Strzelce Wielkie","","","65 571-90-29","ks. Zygmunt  Łukowiak","godz. 8.00, godz. 9.30, godz. 11.00","godz. 18.00","godz. 9.3, godz. 11.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=47"
"Parafia pw. Najświętszego Serca Pana Jezusa","62-002 Suchy Las, ul. Bogusławskiego 3","www.parafiasuchylas.pl","parafia@parafiasuchylas.pl","61 812-52-91","ks. Andrzej  Niwczyk","godz. 8.00, godz. 10.00, godz. 11.30, godz. 18.00;","godz. 17.00, godz. 18.00; I piątek m-ca godz. 8.00, godz. 17.00, godz. 18.00 (w VII i VIII godz. 18.00)","godz. 8.00, godz. 17.00, godz. 18.00;","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=229"
"Parafia pw. Chrystusa Króla","63-023 Sulęcinek, ul. Klonowa 67","www.sulecinek.archpoznan.pl","","","ks. Krzysztof  Szczepański","8.30 i 11.00; sobota -  18.00","18.00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=1213"
"Parafia pw. Chrystusa Jedynego Zbawiciela","62-020 Swarzędz, os. Mielżyńskiego 1 A","www.chjz.org.pl","","61 818-50-72","ks. Marek  Frąszczak","godz. 7.30, godz. 9.00, 10.30, godz. 12.00, godz. 13.00, godz. 19.00","godz. 17.30, godz. 18.30; sobota: godz. 7.30, godz. 18.00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=318"
"Parafia pw. Matki Bożej Miłosierdzia","62-020 Swarzędz, os. Kościuszkowców","www.ostrobramska.info","","61 817-42-59","ks. Dariusz  Salski","godz. 7.30, godz. 9.00, godz. 10.15, godz. 11.30, godz. 13.00, godz. 20.00","godz. 8.00, godz. 18.00 (w poniedziałek godz. 19.00)","godz. 8.00, godz. 10.00, godz. 16.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=317"
"Parafia pw. Matki Bożej Wspomożycielki Wiernych","62-020 Swarzędz, ul. Poznańska 27","www.mbww-swarzedz.pl","molewski@archpoznan.pl","61 817-31-21","ks. Janusz  Molewski","7:30, 9:30, 11:00, 12:30, 18:00; w lipcu i sierpniu: 7:30, 9:30, 11:00, 20:00","7:30, 18:00","7:30, 9:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=316"
"Parafia pw. św. Józefa Rzemieślnika","62-020 Swarzędz, ul. Staszica 20B","www.jozefswarzedz.archpoznan.pl","sjr@archpoznan.pl","61 818-55-13","ks. Wiesław  Garczarek","godz. 8.00, godz. 10.00, godz. 11.30 z wyjątkiem lipca i sierpnia, godz. 19.00","poniedziałek, wtorek, czwartek i sobota godz. 18.00, środa i piątek godz. 8.00","według ogłoszeń","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=315"
"Parafia pw. św. Marcina","62-020 Swarzędz, ul. św. Marcina 38","","","61 651-01-60","ks. Aleksander  Brzeziński","godz. 7.00, godz. 8.30, godz. 10.00, godz. 11.15, godz. 13.00, godz. 18.00","godz. 7.00, godz. 18.00, (latem 18.30)","godz. 7.00, godz. 8.30, godz. 10.00, godz. 18.00 (lub godz. 18.30)","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=314"
"Parafia pw. Matki Bożej Pocieszenia i św. Stanisława Bpa","64-500 Szamotuły, ul. Kapłańska 12","www.kolegiata.pl","biuro@kolegiata.pl","61 292-02-82","ks. Mariusz  Marciniak","godz. 7.00, godz. 9.00, godz. 10.30, godz. 12.00, godz. 18.30","godz. 7.00, godz. 8.00, godz. 18.30","godz. 7.00, godz. 9.00, godz. 10.30, godz. 17.00, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=322"
"Parafia pw. Świętego Krzyża","64-500 Szamotuły, ul. Franciszkańska 4","","","61 292-03-50","ks. Piotr  Mamet","godz. 7.00, godz. 8.00, godz.9.45, godz. 11.00, godz. 12.00, godz. 18.00","godz. 7.30, godz. 18.00","godz. 8.00, godz. 10.00, godz. 16.30, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=321"
"Parafia pw. Matki Bożej Pocieszenia","63-820 Szelejewo Drugie 18A","","","65 573-05-17","ks. Robert  Ławniczak","godz. 8.00, godz. 10.00, godz. 11.15","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=46"
"Parafia pw. św. Marcina Bpa","63-930 Jutrosin, Szkaradowo 3","","szkaradowo@archpoznan.pl","65 547-38-77","ks. Piotr  Zawidzki","godz. 8.00, godz. 10.30","od IV do IX godz. 19.00; I,II,III,X,XI,XII godz. 18.00","godz. 9.00, godz. 15.00, godz. 18.00 (lub godz. 19.00)","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=68"
"Parafia pw. NMP Wniebowziętej","64-030 Śmigiel, ul. Farna 15","","","65 518-00-40","ks. Krzysztof  Mizerski","7:00, 8:30, 10:00, 11:30, 18:00","7:00, 18:00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=334"
"Parafia pw. św. Stanisława Kostki","64-030 Śmigiel, ul. Ojca Świętego Jana Pawła II 4","","","65 518-02-77","ks. Tadeusz  Fołczyński","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=333"
"Parafia pw. św. Marcina","63-021 Śnieciska, ul. Kościelna 13","http://www.parafiasnieciska.pl","","61 285-76-24","ks. Krzysztof  Kruk","godz. 8.30, godz. 10.30","","godz. 9.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=101"
"Parafia pw. Bł. Michała Kozala Bpa i M.","63-100 Śrem, ul. Malczewskiego 2","www.kozal.srem.info","parmikoz@archpoznan.pl","61 283-22-11","ks. Andrzej  Zieliński","godz. 8.00, godz. 10.00, godz. 11.30","godz. 18.00","godz. 8.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=356"
