"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url","about"
"Kościół parafialny pw św. Michała Archanioła","","Rosiny","ul. Rosiny 23, 74-210 PRZELEWICE","rosiny.sytes.net","rosiny@o2.pl","91/564-30-55, kom. 724582242"," Ryszard  Krauze","10:30,","Wt. 17:00,; Cz. 17:00,; Pt. 17:00,; So. 17:00,; ","","53.10833,15.12602","http://szczecin.kuria.pl/wspolnoty/koscioly/Rosiny-Kosciol-parafialny-pw-sw-Michala-Archaniola_65","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/r09_43.jpg"
"Rychnów Kościół filialny","","Rychnów","ul. Kościelna 3, 74-320 BARLINEK","www.parafiabarlinek.pl","","95/746-12-04"," Bronisław  Lose","12:15,","Cz. 16:30,; ","","52.95975,15.12147","http://szczecin.kuria.pl/wspolnoty/koscioly/Rychnow-Kosciol-filialny-_38","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/b03_r21.jpg"
"Sarnik Kościół filialny","","Sarnik","ul. Kościelna 4, 73-260 PEŁCZYCE","www.parafiapelczyce.org","parafiapelczyce@wp.pl","95/768-53-15"," Henryk  Raźniewski","08:30,","","","52.99967,15.3079","http://szczecin.kuria.pl/wspolnoty/koscioly/Sarnik-Kosciol-filialny-_57","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/p01_s23.jpg"
"Ślazowo Kościół filialny pw Matki Bożej Różańcowej","","Ślazowo","ul. Przelewice 108, 74-210 PRZELEWICE","","parafiaprzelewice@wp.pl","91/564-30-94, fax. 91/564-30-94"," Roman  Dutko","","Cz. 17:00,; ","","53.08679,15.05667","http://szczecin.kuria.pl/wspolnoty/koscioly/Slazowo-Kosciol-filialny-pw-Matki-Bozej-Rozancowej_64","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/p13_s04.jpg"
"Topolinek Kościół filialny","","Topolinek","ul. Jesionowo 58, 74-210 PRZELEWICE","www.parafiajesionowo.com","par-jesion@wp.pl","91/564-33-28"," Adam  Polanowski","","So. 17:00,; ","","53.07952,15.11534","http://szczecin.kuria.pl/wspolnoty/koscioly/Topolinek-Kosciol-filialny-_54","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/j04_t12.jpg"
"Kościół parafialny pw MB Częstochowskiej","","Czachów","ul. Czachów 26, 74-520 CEDYNIA","","","91/414-49-05"," Zbigniew  Stachnik","12:15,","Wt. 17:00,; Śr. 17:00,; ","","52.91137,14.26767","http://szczecin.kuria.pl/wspolnoty/koscioly/Czachow-Kosciol-parafialny-pw-MB-Czestochowskiej_71","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c09_43.jpg"
"Dolsko Kościół filialny pw św. Elżbiety Węgierskiej","","Dolsko","ul. Chopina 16, 74-503 MORYŃ","","","91/414-60-38"," Marian  Augustyn","09:00,","","","52.89982,14.37606","http://szczecin.kuria.pl/wspolnoty/koscioly/Dolsko-Kosciol-filialny-pw-sw-Elzbiety-Wegierskiej_81","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/m11_d08.jpg"
"Gądno Kościół filialny pw Matki Bożej Nieustajacej Pomocy","","Gądno","ul. Chopina 16, 74-503 MORYŃ","","","91/414-60-38"," Marian  Augustyn","9:30,","","","52.85403,14.41992","http://szczecin.kuria.pl/wspolnoty/koscioly/Gadno-Kosciol-filialny-pw-Matki-Bozej-Nieustajacej-Pomocy_82","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/m11_g06.jpg"
"Golice Kościół filialny","","Golice","ul. Chopina 5, 74-520 CEDYNIA","","mkostrzewa@szczecin.opoka.org.pl; mikost","91/414-40-28, fax. 91/414-40-28"," Michał  Kostrzewa","10:00,","Pt. 15:30,; ","","52.8616,14.26132","http://szczecin.kuria.pl/wspolnoty/koscioly/Golice-Kosciol-filialny-_69","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c01_g14.jpg"
"Kościół parafialny pw św. Stanisława BM","","Klępicz","ul. Klępicz 25a, 74-503 MORYŃ","www.parafia-klepicz.pl","","91/414-68-70"," Leszek  Lubiniecki","09:00,","Śr. 16:30,; So. 17:00,; ","","52.87261,14.30932","http://szczecin.kuria.pl/wspolnoty/koscioly/Klepicz-Kosciol-parafialny-pw-sw-Stanislawa-BM_76","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/76_1.jpg"
"Kostrzynek Kościół filialny","","Kostrzynek","ul. Siekierki 25a, 74-520 CEDYNIA","","","91/414-49-82"," Bogdan  Przybysz","08:15,","Wt. 17:00, - zimą, 18:00, - latem; ","","52.83148,14.14161","http://szczecin.kuria.pl/wspolnoty/koscioly/Kostrzynek-Kosciol-filialny-_86","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/s25_sk28.jpg"
"Lubiechów Dolny Kościół filialny","","Lubiechów Dolny","ul. Czachów 26, 74-520 CEDYNIA","","","91/414-49-05"," Zbigniew  Stachnik","","Cz. 17:00,; ","","52.91554,14.20615","http://szczecin.kuria.pl/wspolnoty/koscioly/Lubiechow-Dolny-Kosciol-filialny-_73","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c09_ld05.jpg"
"Lubiechów Górny Kościół filialny","","Lubiechów Górny","ul. Czachów 26, 74-520 CEDYNIA","","","91/414-49-05"," Zbigniew  Stachnik","","Pt. 17:00,; ","","52.91049,14.23122","http://szczecin.kuria.pl/wspolnoty/koscioly/Lubiechow-Gorny-Kosciol-filialny-_74","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c09_lg06.jpg"
"Łysogórki Kościół filialny","","Łysogórki","ul. Siekierki 25a, 74-520 CEDYNIA","","","91/414-49-82"," Bogdan  Przybysz","11:00,","Cz. 17:00, - zimą, 18:00, - latem; ","","52.78536,14.28452","http://szczecin.kuria.pl/wspolnoty/koscioly/Lysogorki-Kosciol-filialny-_88","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/s25_sl15.jpg"
"Kościół parafialny pw Świętego Ducha","","Moryń","ul. Chopina 16, 74-503 MORYŃ","","","91/414-60-38"," Marian  Augustyn","8:00,, 11:30,, 18:00,","18:00, (lato), 17:00, (zima)","","52.85807,14.4015","http://szczecin.kuria.pl/wspolnoty/koscioly/Moryn-Kosciol-parafialny-pw-Swietego-Ducha_80","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/m11_103.jpg"
"Nowe Objezierze Kościół filialny","","Nowe Objezierze","ul. Klępicz 25a, 74-503 MORYŃ","www.parafia-klepicz.pl","","91/414-68-70"," Leszek  Lubiniecki","13:15,","Pt. 17:00,; ","","52.86388,14.32936","http://szczecin.kuria.pl/wspolnoty/koscioly/Nowe-Objezierze-Kosciol-filialny-_79","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/79.jpg"
"Osinów Dolny Kościół filialny","","Osinów Dolny","ul. Chopina 5, 74-520 CEDYNIA","","mkostrzewa@szczecin.opoka.org.pl; mikost","91/414-40-28, fax. 91/414-40-28"," Michał  Kostrzewa","13:00,","Pn. 18:00,; Cz. 18:00, - I czwartek m-ca; So. 19:00, - lit niedzielna; ","","52.85064,14.14442","http://szczecin.kuria.pl/wspolnoty/koscioly/Osinow-Dolny-Kosciol-filialny-_70","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c01_o43.jpg"
"Przyjezierze Kościół filialny pw Matki Bożej Częstochowskiej","","Przyjezierze","ul. Chopina 16, 74-503 MORYŃ","","","91/414-60-38"," Marian  Augustyn","10:30,","Pt. 17:00,; ","","52.87126,14.38541","http://szczecin.kuria.pl/wspolnoty/koscioly/Przyjezierze-Kosciol-filialny-pw-Matki-Bozej-Czestochowskiej_83","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/m11_p05.jpg"
"Rudnica Kościół filialny","","Rudnica","ul. Siekierki 25a, 74-520 CEDYNIA","","","91/414-49-82"," Bogdan  Przybysz","09:30,","Pt. 17:00, - zimą, 18:00, - latem; ","","52.83319,14.19255","http://szczecin.kuria.pl/wspolnoty/koscioly/Rudnica-Kosciol-filialny-_87","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/s25_sr27.jpg"
"Kościół parafialny pw MB Królowej Pokoju","","Siekierki","ul. Siekierki 25a, 74-520 CEDYNIA","","","91/414-49-82"," Bogdan  Przybysz","12:30,","Śr. 17:00, - zimą, 18:00, - latem; So. 18:00, - zimą, 19:00, - latem (lit. niedzielna); ","","52.8083,14.24461","http://szczecin.kuria.pl/wspolnoty/koscioly/Siekierki-Kosciol-parafialny-pw-MB-Krolowej-Pokoju_85","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/6.jpg"
"Stare Objezierze Kościół filialny","","Stare Objezierze","ul. Klępicz 25a, 74-503 MORYŃ","www.parafia-klepicz.pl","","91/414-68-70"," Leszek  Lubiniecki","10:30,","Wt. 16:30,; ","","52.87424,14.33636","http://szczecin.kuria.pl/wspolnoty/koscioly/Stare-Objezierze-Kosciol-filialny-_77","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/77.jpg"
"Żelichów Kościół filialny","","Żelichów","ul. Klępicz 25a, 74-503 MORYŃ","www.parafia-klepicz.pl","","91/414-68-70"," Leszek  Lubiniecki","12:00,","Cz. 16:30,; ","","52.85141,14.29246","http://szczecin.kuria.pl/wspolnoty/koscioly/Zelichow-Kosciol-filialny-_78","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/78.jpg"
"Barnkowo Kościół filialny","","Barnkowo","ul. Kościuszki 2, 74-500 CHOJNA","www.parafia-chojna.pl","nspj1913@vp.pl","91/414-23-10, kom. wik:91/402-23-88, fax. 91/414-23-10"," Mariusz  Matuszak","9:00,","Śr. 17:00, ( zimą 16:00,); Pt. 17:00, ( I piątki miesiąca, zimą 16:00,); ","","52.96493,14.45094","http://szczecin.kuria.pl/wspolnoty/koscioly/Barnkowo-Kosciol-filialny-_93","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c05_b34.jpg"
"Bielinek Kościół filialny","","Bielinek","ul. Krajnik Górny 9, 74-500 Chojna","www.krajnik.szczecin.opoka.org.pl/","","91/414-32-76"," Hieronim  Sebastian","9:00,","Wt. 18:00,; ","","52.9429,14.14919","http://szczecin.kuria.pl/wspolnoty/koscioly/Bielinek-Kosciol-filialny-_111","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/k14_b08.jpg"
"Kościół parafialny pw św. Antoniego","","Brwice","ul. Brwice 6a, 74-500 CHOJNA","","","91/414-07-55"," Mirosław  Łąkiewicz","8:00,, 12:00,","Pn. 17:00,; Wt. 17:00,; Śr. 17:00,; Cz. 17:00,; Pt. 17:00,; So. 11:00,; ","","52.92046,14.53486","http://szczecin.kuria.pl/wspolnoty/koscioly/Brwice-Kosciol-parafialny-pw-sw-Antoniego_89","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/b13_31.jpg"
"Kościół parafialny pw Najśw. Serca Pana Jezusa","","Chojna","ul. Kościuszki 2, 74-500 CHOJNA","www.parafia-chojna.pl","nspj1913@vp.pl","91/414-23-10, kom. wik:91/402-23-88, fax. 91/414-23-10"," Mariusz  Matuszak","7:00,, 10:00,, 12:00,, 18:00,","7:00,, 18:00, ( zimą 17:00,)","","52.95901,14.43804","http://szczecin.kuria.pl/wspolnoty/koscioly/Chojna-Kosciol-parafialny-pw-Najsw-Serca-Pana-Jezusa_92","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c05_25.jpg"
"Kościół parafialny pw Świętej Trójcy","","Chojna","ul. Malarska 24, 74-500 CHOJNA","parafia.chojna.pl","kontakt@parafia.chojna.pl","91/414-10-26, fax. 91/414-39-35"," Antoni  Chodakowski","7:00,, 9:00,, 11:00,, 18:00,","1 700 180","","52.96225,14.43312","http://szczecin.kuria.pl/wspolnoty/koscioly/Chojna-Kosciol-parafialny-pw-Swietej-Trojcy_94","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c06_45.jpg"
"Kościół parafialny pw NMP Matki Kościoła","","Chojna","ul. Gen. Wł. Sikorskiego 9 N, 74-500 CHOJNA","","","91/414-21-22"," Andrzej  Galant","9:00,, 13:00,","Wt. 18:00,; Śr. 18:00,; Cz. 18:00,; Pt. 18:00,; So. 19:00,; ","","52.94869,14.41682","http://szczecin.kuria.pl/wspolnoty/koscioly/Chojna-Kosciol-parafialny-pw-NMP-Matki-Kosciola_97","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c12_13.jpg"
"Czartoryja Kościół filialny","","Czartoryja","ul. Brwice 6a, 74-500 CHOJNA","","","91/414-07-55"," Mirosław  Łąkiewicz","10:30,","","","52.95183,14.50613","http://szczecin.kuria.pl/wspolnoty/koscioly/Czartoryja-Kosciol-filialny-_91","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/b13_c05.jpg"
"Dobropole Kościół filialny","","Dobropole","ul. Góralice 34, 74-510 TRZCIŃSKO ZDRÓJ","","","91/414-80-81"," Wojciech  Kois","13:00,","","","52.94595,14.71879","http://szczecin.kuria.pl/wspolnoty/koscioly/Dobropole-Kosciol-filialny-_106","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/g09_d18.jpg"
"Kościół parafialny pw Chrystusa Króla Wszechświata","","Dołuje","ul. Brwice 6a, 74-500 CHOJNA","","","91/414-07-55"," Mirosław  Łąkiewicz","8:00,, 12:30,, 18:00,","18:00,","","53.43504,14.40903","http://szczecin.kuria.pl/wspolnoty/koscioly/Doluje-Kosciol-parafialny-pw-Chrystusa-Krola-Wszechswiata_726","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/b13_31.jpg"
"Garnowo Kościół filialny","","Garnowo","ul. Szkolna 86, 74-506 NAWODNA","","","91/414-72-45"," Stanisław  Rębeliński","13:30,","Cz. 17:00,; ","","53.00874,14.39029","http://szczecin.kuria.pl/wspolnoty/koscioly/Garnowo-Kosciol-filialny-_114","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/n01_g13.jpg"
"Kościół parafialny pw św. Maksymiliana Marii Kolbe","","Godków","ul. Godków 35, 74-500 CHOJNA","","","91/414-31-85, kom. 602/17.08.45, fax.  91/414-31-85"," Marek  Winnicki","10:00,","Pt. 18:00,; ","","52.90991,14.43032","http://szczecin.kuria.pl/wspolnoty/koscioly/Godkow-Kosciol-parafialny-pw-sw-Maksymiliana-Marii-Kolbe_100","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/g02_11.jpg"
"Godków osiedle Kościół filialny","","Godków osiedle","ul. Godków 35, 74-500 CHOJNA","","","91/414-31-85, kom. 602/17.08.45, fax.  91/414-31-85"," Marek  Winnicki","11:30,","Cz. 18:00,; ","","52.90732,14.45556","http://szczecin.kuria.pl/wspolnoty/koscioly/Godkow-osiedle-Kosciol-filialny-_101","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/g02_o19.jpg"
"Gogolice Kościół filialny","","Gogolice","ul. Kościelna 5, 74-510 TRZCIŃSKO-ZDRÓJ","parafiatrzcinsko-zdroj.cal.pl","","91/414-81-33"," Marek  Piotrowski","11:00,","Śr. 16:30,; ","","52.91246,14.59536","http://szczecin.kuria.pl/wspolnoty/koscioly/Gogolice-Kosciol-filialny-_118","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/t07_g08.jpg"
"Kościół parafialny pw św. Stanisława BM","","Góralice","ul. Góralice 34, 74-510 TRZCIŃSKO ZDRÓJ","","","91/414-80-81"," Wojciech  Kois","8:15,, 10:00,","17:00,","","52.97065,14.67265","http://szczecin.kuria.pl/wspolnoty/koscioly/Goralice-Kosciol-parafialny-pw-sw-Stanislawa-BM_104","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/g09_49.jpg"
"Jelenin Kościół filialny","","Jelenin","ul. Godków 35, 74-500 CHOJNA","","","91/414-31-85, kom. 602/17.08.45, fax.  91/414-31-85"," Marek  Winnicki","13:00,","Śr. 18:00,; ","","52.90731,14.48626","http://szczecin.kuria.pl/wspolnoty/koscioly/Jelenin-Kosciol-filialny-_103","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/g02_j30.jpg"
"Kościno Kościół filialny","","Kościno","ul. Brwice 6a, 74-500 CHOJNA","","","91/414-07-55"," Mirosław  Łąkiewicz","11:00,","Wt. 17:00,; ","","53.42353,14.37669","http://szczecin.kuria.pl/wspolnoty/koscioly/Koscino-Kosciol-filialny-_728","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/b13_31.jpg"
"Kościół parafialny pw św. Andrzeja Boboli","","Krajnik Górny","ul. Krajnik Górny 9, 74-500 Chojna","www.krajnik.szczecin.opoka.org.pl/","","91/414-32-76"," Hieronim  Sebastian","12:30,","Śr. 17:00,; Pt. 17:00,; So. 18:00, (liturgia niedzielna); ","","53.01758,14.3135","http://szczecin.kuria.pl/wspolnoty/koscioly/Krajnik-Gorny-Kosciol-parafialny-pw-sw-Andrzeja-Boboli_107","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/k14_30.jpg"
"Krzymów Kościół filialny","","Krzymów","ul. Krajnik Górny 9, 74-500 Chojna","www.krajnik.szczecin.opoka.org.pl/","","91/414-32-76"," Hieronim  Sebastian","11:15,","Cz. 17:00,; ","","52.97998,14.32525","http://szczecin.kuria.pl/wspolnoty/koscioly/Krzymow-Kosciol-filialny-_109","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/k14_k16.jpg"
"Lisie Pole Kościół filialny","","Lisie Pole","ul. Szkolna 86, 74-506 NAWODNA","","","91/414-72-45"," Stanisław  Rębeliński","10:00,","Pn. 17:00,; Pt. 17:00,; So. 17:00,; ","","53.02693,14.44383","http://szczecin.kuria.pl/wspolnoty/koscioly/Lisie-Pole-Kosciol-filialny-_113","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/n01_l28.jpg"
"Łaziszcze Kościół filialny","","Łaziszcze","ul. Gen. Wł. Sikorskiego 9 N, 74-500 CHOJNA","","","91/414-21-22"," Andrzej  Galant","11:30,","","","52.90262,14.32821","http://szczecin.kuria.pl/wspolnoty/koscioly/Laziszcze-Kosciol-filialny-_99","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c12_l50.jpg"
"Mętno Kościół filialny","","Mętno","ul. Gen. Wł. Sikorskiego 9 N, 74-500 CHOJNA","","","91/414-21-22"," Andrzej  Galant","10:30,","Pn. 17:00,; ","","52.91508,14.35522","http://szczecin.kuria.pl/wspolnoty/koscioly/Metno-Kosciol-filialny-_98","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c12_m41.jpg"
"Mirowo Kościół filialny","","Mirowo","ul. Godków 35, 74-500 CHOJNA","","","91/414-31-85, kom. 602/17.08.45, fax.  91/414-31-85"," Marek  Winnicki","09:00,","Wt. 18:00,; ","","52.8984,14.41515","http://szczecin.kuria.pl/wspolnoty/koscioly/Mirowo-Kosciol-filialny-_102","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/g02_m21.jpg"
"Narost Kościół filialny","","Narost","ul. Brwice 6a, 74-500 CHOJNA","","","91/414-07-55"," Mirosław  Łąkiewicz","09:00,","Pt. 16:00, (I ptek m-ca); ","","52.88867,14.52635","http://szczecin.kuria.pl/wspolnoty/koscioly/Narost-Kosciol-filialny-_90","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/b13_n16.jpg"
"Kościół parafialny pw Świętego Krzyża","","Nawodna","ul. Szkolna 86, 74-506 NAWODNA","","","91/414-72-45"," Stanisław  Rębeliński","8:00,, 12:00,","Pn. 18:00,; Śr. 18:00,; Pt. 18:00,; ","","53.0133,14.40158","http://szczecin.kuria.pl/wspolnoty/koscioly/Nawodna-Kosciol-parafialny-pw-Swietego-Krzyza_112","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/n01_26.jpg"
"Piasek Kościół filialny","","Piasek","ul. Krajnik Górny 9, 74-500 Chojna","www.krajnik.szczecin.opoka.org.pl/","","91/414-32-76"," Hieronim  Sebastian","10:00,","Wt. 17:00,; ","","52.97748,14.20915","http://szczecin.kuria.pl/wspolnoty/koscioly/Piasek-Kosciol-filialny-_110","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/k14_p50.jpg"
"Rosnowo Kościół filialny","","Rosnowo","ul. Kościelna 5, 74-510 TRZCIŃSKO-ZDRÓJ","parafiatrzcinsko-zdroj.cal.pl","","91/414-81-33"," Marek  Piotrowski","10:00,","Cz. 16:30,; ","","52.95478,14.54908","http://szczecin.kuria.pl/wspolnoty/koscioly/Rosnowo-Kosciol-filialny-_117","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/t07_r30.jpg"
"Rurka Kościół filialny","","Rurka","ul. Malarska 24, 74-500 CHOJNA","parafia.chojna.pl","kontakt@parafia.chojna.pl","91/414-10-26, fax. 91/414-39-35"," Antoni  Chodakowski","13:00,","Pt. (I ptki i soboty na zmianę z filią Stoki); ","","52.99227,14.48549","http://szczecin.kuria.pl/wspolnoty/koscioly/Rurka-Kosciol-filialny-_96","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c06_r07.jpg"
"Stoki Kościół filialny","","Stoki","ul. Malarska 24, 74-500 CHOJNA","parafia.chojna.pl","kontakt@parafia.chojna.pl","91/414-10-26, fax. 91/414-39-35"," Antoni  Chodakowski","10:00,","Pt. (I ptki i soboty na zmianę z filią Rurka); ","","52.95012,14.34318","http://szczecin.kuria.pl/wspolnoty/koscioly/Stoki-Kosciol-filialny-_95","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c06_s02.jpg"
"Stołeczna Kościół filialny","","Stołeczna","ul. Góralice 34, 74-510 TRZCIŃSKO ZDRÓJ","","","91/414-80-81"," Wojciech  Kois","11:30,","","","52.92883,14.65717","http://szczecin.kuria.pl/wspolnoty/koscioly/Stoleczna-Kosciol-filialny-_105","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/g09_s17.jpg"
